country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,driving,transit,walking
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,7/29/20,-62,-29,-23,-60,-64,19,67.52,29.7,35.62
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,7/30/20,-63,-28,-27,-61,-64,20,67.58,29.09,34.85
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,7/31/20,-64,-32,-38,-60,-63,19,74.67,30.45,38.71
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,8/1/20,-61,-26,-7,-53,-25,5,72.71,31.57,44.81
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,8/2/20,-65,-33,-32,-59,-30,7,54.81,23.36,28.91
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,8/3/20,-60,-28,-27,-60,-63,18,64.95,28.99,34.85
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,8/4/20,-72,-43,-49,-66,-69,25,52.75,23.93,23.58
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,8/5/20,-60,-24,-14,-59,-63,18,73.94,32.78,40.6
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,8/6/20,-60,-24,-19,-60,-64,19,72.25,30.79,40.09
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,8/7/20,-64,-32,-42,-60,-62,20,75.67,31.71,39.76
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,8/8/20,-60,-24,-6,-54,-25,6,74.25,33.77,48.1
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,8/9/20,-61,-29,-14,-54,-28,5,63.64,29.22,37.57
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,8/10/20,-61,-31,-27,-61,-64,18,66.5,30.36,36.38
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,8/11/20,-61,-28,-20,-60,-64,19,67.63,31.39,38.57
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,8/12/20,-64,-31,-32,-61,-64,20,65.84,28.81,33.69
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,8/13/20,-64,-29,-35,-61,-64,20,66.44,28.42,34.36
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,8/14/20,-62,-28,-25,-58,-62,17,84.04,36.25,47.58
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,8/15/20,-59,-24,4,-51,-27,4,77.25,36.95,51.01
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,8/16/20,-69,-36,-50,-61,-35,9,51.9,22.9,26.3
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,8/17/20,-60,-30,-23,-60,-64,18,67.56,31.96,40.01
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,8/18/20,-60,-27,-12,-59,-63,18,71.94,33.88,44.17
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,8/19/20,-64,-31,-28,-61,-64,19,68.41,31.3,39
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,8/20/20,-59,-24,-12,-58,-63,17,76.02,35.97,46.73
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,8/21/20,-61,-29,-24,-57,-61,17,86.21,39.18,51.86
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,8/22/20,-61,-26,-7,-52,-26,4,80.66,38.17,53.04
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,8/23/20,-61,-30,-20,-54,-29,5,65.77,30.76,40.82
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,8/24/20,-61,-32,-28,-60,-63,18,67.03,32.41,38.49
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,8/25/20,-61,-29,-27,-59,-63,19,68.8,33.12,38.88
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,8/26/20,-59,-27,-13,-58,-62,17,71.89,34.62,43.9
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,8/27/20,-62,-28,-24,-59,-63,19,72.27,31.44,38.3
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,8/28/20,-62,-30,-30,-58,-61,17,80.9,37.26,48.48
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,8/29/20,-64,-28,-30,-57,-29,8,68.07,32.53,43.45
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,8/30/20,-57,-26,1,-50,-27,3,72.43,34.42,47.26
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,8/31/20,-59,-31,-24,-59,-63,18,67.36,31.03,40.37
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,9/1/20,-60,-26,-24,-58,-63,18,70.54,32.17,43.8
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,9/2/20,-62,-29,-29,-59,-63,19,68.9,32.13,41.31
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,9/3/20,-60,-24,-24,-56,-62,18,74.21,34.33,43.67
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,9/4/20,-59,-27,-24,-55,-61,15,90.49,41.75,57.69
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,9/5/20,-58,-24,2,-49,-26,3,85.52,42.47,64.6
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,9/6/20,-57,-28,-3,-49,-27,3,73.46,35.61,53.62
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,9/7/20,-65,-42,-16,-70,-77,17,63.63,32.93,42.8
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,9/8/20,-60,-24,-20,-56,-62,16,68.77,33.45,41.94
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,9/9/20,-60,-25,-20,-56,-61,17,70.77,34.51,42.81
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,9/10/20,-64,-27,-38,-58,-63,20,67.76,31.49,36.95
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,9/11/20,-58,-24,-20,-54,-59,16,92.44,44.98,61.76
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,9/12/20,-55,-20,2,-47,-24,4,91.43,47.16,70.05
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,9/13/20,-58,-24,-19,-51,-26,6,67.2,33.55,46.13
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,9/14/20,-58,-27,-27,-56,-59,18,67.34,33.28,41.19
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,9/15/20,-58,-24,-24,-55,-59,18,70.08,34.41,43.22
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,9/16/20,-59,-27,-20,-56,-59,17,71.08,35.05,44.54
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,9/17/20,-58,-24,-21,-56,-59,18,75.21,36.97,46.61
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,9/18/20,-58,-27,-31,-54,-57,17,88.57,43.16,58.3
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,9/19/20,-54,-22,-4,-46,-23,4,92.23,49.02,71.9
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,9/20/20,-56,-28,-20,-49,-25,5,70.66,38.58,48.6
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,9/21/20,-58,-29,-33,-55,-60,18,64.5,33.31,40.25
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,9/22/20,-57,-26,-27,-56,-59,18,67.25,34.02,43.12
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,9/23/20,-57,-25,-20,-55,-58,17,71.42,36.43,46.64
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,9/24/20,-57,-23,-25,-55,-59,18,75.09,37.5,47.54
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,9/25/20,-56,-26,-29,-54,-57,16,92.45,46.58,64.29
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,9/26/20,-54,-23,-7,-46,-23,4,93.9,51.55,76.98
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,9/27/20,-56,-27,-21,-49,-23,5,69.94,37.66,50.41
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,9/28/20,-58,-31,-31,-58,-61,18,62.97,34.02,42.29
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,9/29/20,-61,-30,-45,-57,-59,19,62.63,31.32,35.63
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,9/30/20,-57,-23,-28,-56,-58,17,67.7,34.67,42.67
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,10/1/20,-55,-18,-23,-55,-56,17,75.01,38.65,48.8
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,10/2/20,-57,-24,-39,-54,-56,17,86.76,45.09,59.2
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,10/3/20,-52,-18,-6,-44,-22,4,93.49,51.49,76.93
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,10/4/20,-55,-25,-25,-50,-24,5,67.8,36.26,49.43
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,10/5/20,-57,-25,-32,-56,-58,17,62.92,33.25,40.48
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,10/6/20,-57,-21,-25,-55,-58,17,65.86,34.74,43.19
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,10/7/20,-59,-26,-30,-56,-57,18,65.88,34.67,42.55
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,10/8/20,-58,-22,-27,-54,-58,18,72.7,39.27,47.14
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,10/9/20,-58,-25,-31,-54,-56,16,91.51,47.15,63.63
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,10/10/20,-54,-22,-5,-44,-22,4,98.17,53.52,79.84
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,10/11/20,-57,-29,-29,-50,-24,6,67.74,37.24,51.37
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,10/12/20,-69,-48,-67,-66,-67,22,53.09,28.71,29.16
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,10/13/20,-62,-28,-45,-57,-59,19,60.68,32.03,35.65
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,10/14/20,-57,-22,-22,-53,-56,17,69.48,37.49,46.2
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,10/15/20,-56,-20,-19,-52,-57,17,75.46,39.94,50.32
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,10/16/20,-67,-39,-62,-57,-58,21,75.19,38.47,43.15
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,10/17/20,-52,-17,-11,-44,-22,5,95.37,54.28,81.32
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,10/18/20,-55,-26,-25,-48,-23,5,70.43,38.53,52.32
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,10/19/20,-59,-28,-34,-54,-57,18,63.56,34.65,40.84
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,10/20/20,-59,-25,-32,-54,-57,18,64.54,35.01,41.71
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,10/21/20,-58,-24,-28,-55,-56,18,67.27,36.63,44.48
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,10/22/20,-57,-20,-27,-54,-56,18,71.58,38.97,47.92
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,10/23/20,-56,-23,-35,-54,-55,17,87.68,48.25,64.79
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,10/24/20,-52,-18,-11,-46,-22,5,91.94,52.32,78.03
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,10/25/20,-56,-26,-36,-49,-25,6,67.08,36.2,47.9
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,10/26/20,-60,-30,-49,-57,-58,19,60.78,32.7,37.44
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,10/27/20,-57,-22,-32,-55,-57,18,63.33,35.23,42
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,10/28/20,-60,-27,-42,-56,-56,18,64.01,35.22,41.24
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,10/29/20,-66,-37,-60,-59,-59,21,64.01,33.33,34.14
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,10/30/20,-62,-27,-59,-57,-57,19,77.63,42.74,49.99
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,10/31/20,-53,-14,-20,-46,-21,5,83.02,51.93,67.67
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,11/1/20,-63,-33,-57,-54,-27,8,56.57,31.96,35.8
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,11/2/20,-59,-26,-51,-57,-57,18,57.3,32.52,35.01
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,11/3/20,-61,-22,-46,-59,-61,19,50.95,28.92,32.78
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,11/4/20,-62,-29,-38,-58,-57,19,52.03,29.25,32.74
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,11/5/20,-59,-23,-31,-55,-56,18,60.44,34.95,40.29
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,11/6/20,-58,-26,-37,-54,-54,17,76.27,44.01,56.3
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,11/7/20,-50,-19,8,-42,-19,4,85.15,52.4,77.77
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,11/8/20,-52,-24,-13,-45,-21,5,65.22,38.78,52.32
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,11/9/20,-58,-27,-31,-55,-55,18,57.17,33.72,39.67
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,11/10/20,-57,-23,-24,-54,-55,17,61.6,35.8,42.63
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,11/11/20,-64,-35,-49,-61,-61,21,55.53,32.26,35.61
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,11/12/20,-63,-28,-53,-57,-57,21,56.45,32.41,34.61
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,11/13/20,-61,-27,-55,-56,-55,20,71.13,41.5,49.03
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,11/14/20,-54,-18,-23,-46,-21,6,80.46,51.41,69.58
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,11/15/20,-60,-29,-45,-52,-25,8,54.61,33.34,39.47
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,11/16/20,-59,-29,-44,-56,-56,19,54.96,31.96,35.41
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,11/17/20,-61,-27,-47,-55,-57,19,55.17,32.73,34.56
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,11/18/20,-63,-31,-50,-57,-56,20,56.33,31.94,32.77
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,11/19/20,-61,-24,-44,-56,-58,20,58.37,33.61,37.07
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,11/20/20,-60,-26,-41,-55,-56,19,72.36,42.47,51.76
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,11/21/20,-55,-20,-18,-46,-20,7,74.23,45.9,61.18
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,11/22/20,-60,-29,-48,-53,-23,8,52.31,31.6,36.45
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,11/23/20,-61,-30,-50,-58,-58,20,54.17,30.3,32.61
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,11/24/20,-59,-20,-40,-55,-57,18,58.8,31.93,36.36
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,11/25/20,-58,-13,-38,-57,-58,16,61.05,31.46,37.75
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,11/26/20,-83,-50,-54,-77,-80,24,32.8,18.45,18.93
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,11/27/20,-65,-43,-41,-67,-68,20,54.37,30.11,42.68
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,11/28/20,-59,-32,-25,-52,-22,8,60.22,34.1,46.79
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,11/29/20,-58,-32,-31,-51,-22,6,52.74,28.73,36.17
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,11/30/20,-68,-45,-62,-61,-61,22,46.5,25.3,24.6
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,12/1/20,-61,-24,-45,-56,-58,19,51.17,29.84,31.69
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,12/2/20,-63,-30,-49,-59,-57,20,51.98,29.8,32.07
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,12/3/20,-61,-24,-40,-57,-57,20,55.66,32.23,37.92
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,12/4/20,-64,-30,-56,-58,-56,21,62.71,35.49,42.46
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,12/5/20,-62,-30,-48,-55,-25,11,62.82,38.51,47.84
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,12/6/20,-57,-28,-41,-52,-23,8,56.09,34.99,41.22
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,12/7/20,-61,-30,-50,-58,-58,20,50.93,29.99,32.81
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,12/8/20,-63,-29,-51,-59,-57,20,51.26,29.7,31.82
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,12/9/20,-64,-32,-51,-59,-57,21,53.16,30.28,31.9
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,12/10/20,-61,-24,-37,-57,-57,20,58.78,33.27,39.56
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,12/11/20,-60,-27,-39,-57,-55,19,72.07,40.85,55.78
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,12/12/20,-58,-25,-25,-51,-22,9,74.12,43.17,63.8
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,12/13/20,-52,-25,-13,-49,-21,7,65.36,36.28,53.6
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,12/14/20,-66,-38,-58,-61,-60,21,49.7,27.86,28.92
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,12/15/20,-60,-20,-43,-57,-58,18,58.09,32.08,36.11
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,12/16/20,-70,-30,-55,-62,-61,23,43.45,24.89,23.78
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,12/17/20,-79,-55,-58,-73,-73,30,32.28,23.76,20.82
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,12/18/20,-67,-36,-58,-58,-59,22,58.98,36.09,39.34
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,12/19/20,-62,-28,-38,-52,-24,10,63.23,38.99,48.45
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,12/20/20,-63,-34,-49,-55,-25,10,49.14,29.38,34.86
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,12/21/20,-58,-28,-44,-58,-59,18,59.33,33.49,38.88
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,12/22/20,-57,-22,-40,-57,-59,18,63.05,33.73,40.41
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,12/23/20,-56,-18,-32,-57,-58,16,70.6,34.42,43.58
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,12/24/20,-63,-19,-43,-65,-66,19,49.55,24.27,31.94
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,12/25/20,-87,-68,-57,-81,-83,29,32.75,17.06,20.99
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,12/26/20,-66,-38,-35,-58,-28,10,53.86,27.58,38.69
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,12/27/20,-63,-38,-34,-55,-24,9,52.06,26.88,37.61
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,12/28/20,-60,-33,-31,-60,-62,19,59.87,34.47,46.06
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,12/29/20,-62,-31,-39,-61,-63,20,59.62,33.71,41.51
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,12/30/20,-61,-26,-34,-60,-62,19,63.91,35.4,46.23
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,1/1/21,-81,-62,-59,-79,-80,29,58.06,31.46,43.87
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,1/2/21,-61,-27,-16,-53,-27,9,44.91,23.29,33.03
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,1/3/21,-72,-44,-66,-62,-30,12,66.56,36.59,55.97
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,1/4/21,-65,-32,-51,-59,-59,20,41.06,24.31,24.52
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,1/5/21,-66,-29,-51,-61,-60,21,47.58,30.44,32.6
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,1/6/21,-67,-33,-51,-61,-59,21,49.57,29.47,31.88
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,1/7/21,-67,-30,-50,-61,-59,21,48.88,28.7,31.09
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,1/8/21,-68,-34,-60,-61,-58,21,50.57,29.97,32.95
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,1/9/21,-65,-30,-50,-56,-27,10,57.01,33.52,37.61
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,1/10/21,-65,-33,-50,-58,-28,10,60.07,37.54,43.99
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,1/11/21,-66,-36,-58,-62,-59,21,49.44,30.26,34.27
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,1/12/21,-66,-31,-49,-61,-59,20,47.95,28.98,30.16
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,1/13/21,-67,-34,-52,-62,-59,20,51.01,30.87,32.66
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,1/14/21,-66,-31,-46,-62,-60,20,50.18,30.23,32.41
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,1/15/21,-68,-36,-60,-62,-59,20,52.81,32.34,35.5
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,1/16/21,-65,-31,-46,-57,-29,9,62.5,35.49,40.8
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,1/17/21,-64,-36,-49,-58,-30,9,63.84,40.31,50.25
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,1/18/21,-66,-40,-50,-70,-70,21,54.99,34.31,42.23
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,1/19/21,-67,-34,-53,-62,-60,20,52.01,32.32,37.62
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,1/20/21,-70,-39,-58,-64,-61,22,49.44,30.17,31.01
