Date,Borough,count
20201109,Manhattan,57734
20201109,Queen,2850
20201110,Bronx,1382
20201110,Brooklyn,15996
20201110,Manhattan,63979
20201110,Queen,3008
20201111,Bronx,839
20201111,Brooklyn,8479
20201111,Manhattan,35261
20201111,Queen,1678
20201112,Bronx,754
20201112,Brooklyn,7484
20201112,Manhattan,31079
20201112,Queen,1387
20201113,Bronx,940
20201113,Brooklyn,9442
20201113,Manhattan,36690
20201113,Queen,1585
20201114,Bronx,1122
20201114,Brooklyn,16426
20201114,Manhattan,54828
20201114,Queen,2887
20201115,Bronx,946
20201115,Brooklyn,10638
20201115,Manhattan,37507
20201115,Queen,1912
20201116,Bronx,1058
20201116,Brooklyn,10470
20201116,Manhattan,44065
20201116,Queen,2014
20201117,Bronx,832
20201117,Brooklyn,9714
20201117,Manhattan,42092
20201117,Queen,1842
20201118,Bronx,590
20201118,Brooklyn,7817
20201118,Manhattan,34224
20201118,Queen,1423
20201119,Bronx,710
20201119,Brooklyn,9019
20201119,Manhattan,39954
20201119,Queen,1742
20201120,Bronx,1098
20201120,Brooklyn,12782
20201120,Manhattan,52319
20201120,Queen,2284
20201121,Bronx,1102
20201121,Brooklyn,16355
20201121,Manhattan,54806
20201121,Queen,2970
20201122,Bronx,674
20201122,Brooklyn,10117
20201122,Manhattan,33544
20201122,Queen,1677
20201123,Bronx,645
20201123,Brooklyn,8166
20201123,Manhattan,32330
20201123,Queen,1458
20201124,Bronx,773
20201124,Brooklyn,9631
20201124,Manhattan,40810
20201124,Queen,1888
20201125,Bronx,1009
20201125,Brooklyn,10728
20201125,Manhattan,43050
20201125,Queen,2056
20201126,Bronx,801
20201126,Brooklyn,6021
20201126,Manhattan,22646
20201126,Queen,1219
20201127,Bronx,1023
20201127,Brooklyn,10745
20201127,Manhattan,39400
20201127,Queen,1940
20201128,Bronx,954
20201128,Brooklyn,11453
20201128,Manhattan,38803
20201128,Queen,1992
20201129,Bronx,846
20201129,Brooklyn,11354
20201129,Manhattan,38213
20201129,Queen,2144
20201130,Bronx,437
20201130,Brooklyn,4299
20201130,Manhattan,17739
20201130,Queen,782
20201201,Bronx,834
20201201,Brooklyn,9756
20201201,Manhattan,40708
20201201,Queen,1769
20201202,Bronx,732
20201202,Brooklyn,8488
20201202,Manhattan,36538
20201202,Queen,1572
20201203,Bronx,793
20201203,Brooklyn,9807
20201203,Manhattan,40710
20201203,Queen,1836
20201204,Bronx,533
20201204,Brooklyn,7499
20201204,Manhattan,31043
20201204,Queen,1366
20201205,Bronx,382
20201205,Brooklyn,6235
20201205,Manhattan,24138
20201205,Queen,1054
20201206,Bronx,415
20201206,Brooklyn,8576
20201206,Manhattan,30338
20201206,Queen,1414
20201207,Bronx,533
20201207,Brooklyn,7473
20201207,Manhattan,32168
20201207,Queen,1417
20201208,Bronx,478
20201208,Brooklyn,7261
20201208,Manhattan,32017
20201208,Queen,1327
20201209,Bronx,430
20201209,Brooklyn,6354
20201209,Manhattan,29079
20201209,Queen,1190
20201210,Bronx,618
20201210,Brooklyn,9401
20201210,Manhattan,40211
20201210,Queen,1660
20201211,Bronx,796
20201211,Brooklyn,10739
20201211,Manhattan,46440
20201211,Queen,1931
20201212,Bronx,596
20201212,Brooklyn,10687
20201212,Manhattan,40528
20201212,Queen,1688
20201213,Bronx,791
20201213,Brooklyn,13071
20201213,Manhattan,44934
20201213,Queen,2285
20201214,Bronx,316
20201214,Brooklyn,4746
20201214,Manhattan,19891
20201214,Queen,833
20201215,Bronx,555
20201215,Brooklyn,8094
20201215,Manhattan,34773
20201215,Queen,1371
20201216,Bronx,293
20201216,Brooklyn,4665
20201216,Manhattan,20515
20201216,Queen,856
20201217,Bronx,8
20201217,Brooklyn,33
20201217,Manhattan,132
20201217,Queen,6
20201218,Bronx,130
20201218,Brooklyn,3009
20201218,Manhattan,11409
20201218,Queen,416
20201219,Bronx,149
20201219,Brooklyn,3662
20201219,Manhattan,12442
20201219,Queen,485
20201220,Bronx,174
20201220,Brooklyn,3436
20201220,Manhattan,12199
20201220,Queen,531
20201221,Bronx,322
20201221,Brooklyn,5595
20201221,Manhattan,24553
20201221,Queen,945
20201222,Bronx,382
20201222,Brooklyn,6738
20201222,Manhattan,28879
20201222,Queen,1257
20201223,Bronx,440
20201223,Brooklyn,7630
20201223,Manhattan,31094
20201223,Queen,1290
20201224,Bronx,470
20201224,Brooklyn,6117
20201224,Manhattan,24958
20201224,Queen,1061
20201225,Bronx,268
20201225,Brooklyn,2193
20201225,Manhattan,8976
20201225,Queen,413
20201226,Bronx,332
20201226,Brooklyn,3829
20201226,Manhattan,14928
20201226,Queen,702
20201227,Bronx,305
20201227,Brooklyn,4797
20201227,Manhattan,17791
20201227,Queen,871
20201228,Bronx,483
20201228,Brooklyn,7325
20201228,Manhattan,29660
20201228,Queen,1316
20201229,Bronx,430
20201229,Brooklyn,6245
20201229,Manhattan,25358
20201229,Queen,1169
20201230,Bronx,487
20201230,Brooklyn,6891
20201230,Manhattan,27154
20201230,Queen,1173
20201231,Bronx,379
20201231,Brooklyn,5296
20201231,Manhattan,19734
20201231,Queen,925
